,start,end,lenght,feature
67,134634,134760,126,mRNA
68,136055,136075,20,mRNA
69,136635,136733,98,mRNA
70,137256,138260,1004,mRNA
71,138322,138705,383,mRNA
72,138770,138930,160,mRNA
73,139067,139206,139,mRNA
74,139275,139524,249,mRNA
75,139585,140340,755,mRNA
76,127453,127595,142,mRNA
77,128921,129417,496,mRNA
78,132807,133384,577,mRNA
79,133503,134127,624,mRNA
80,134269,134564,295,mRNA
81,134634,134760,126,mRNA
82,136055,136075,20,mRNA
83,136635,136733,98,mRNA
84,137256,138260,1004,mRNA
85,138322,138705,383,mRNA
86,138770,138930,160,mRNA
87,139067,139206,139,mRNA
88,139275,139524,249,mRNA
89,139585,139780,195,mRNA
90,139851,140340,489,mRNA
91,129082,129417,335,CDS
92,132807,133384,577,CDS
93,133503,134127,624,CDS
94,134266,134564,298,CDS
95,134634,134760,126,CDS
96,136055,136075,20,CDS
97,136635,136733,98,CDS
98,137256,138260,1004,CDS
99,138322,138705,383,CDS
100,138770,138930,160,CDS
101,139067,139206,139,CDS
102,139275,139524,249,CDS
103,139585,139774,189,CDS
104,129082,129417,335,CDS
105,132807,133384,577,CDS
106,133503,134127,624,CDS
107,134269,134564,295,CDS
108,134634,134760,126,CDS
109,136055,136075,20,CDS
110,136635,136733,98,CDS
111,137256,138260,1004,CDS
112,138322,138705,383,CDS
113,138770,138930,160,CDS
114,139067,139206,139,CDS
115,139275,139524,249,CDS
116,139585,139774,189,CDS
117,129082,129417,335,CDS
118,132807,133384,577,CDS
119,133503,134127,624,CDS
120,134269,134564,295,CDS
121,134634,134760,126,CDS
122,136055,136075,20,CDS
123,136635,136733,98,CDS
124,137256,138260,1004,CDS
125,138322,138705,383,CDS
126,138770,138930,160,CDS
127,139067,139206,139,CDS
128,139275,139524,249,CDS
129,139585,139774,189,CDS
130,129082,129417,335,CDS
131,132807,133384,577,CDS
132,133503,134124,621,CDS
133,134269,134564,295,CDS
134,134634,134760,126,CDS
135,136055,136075,20,CDS
136,136635,136733,98,CDS
137,137256,138260,1004,CDS
138,138322,138705,383,CDS
139,138770,138930,160,CDS
140,139067,139206,139,CDS
141,139275,139524,249,CDS
142,139585,139774,189,CDS
143,130043,130141,98,mobile_element
144,130273,130671,398,mobile_element
145,131035,131897,862,mRNA
146,132807,133384,577,mRNA
147,133503,134127,624,mRNA
148,134269,134564,295,mRNA
149,134634,134760,126,mRNA
150,136635,136733,98,mRNA
151,137256,138260,1004,mRNA
152,138322,138705,383,mRNA
153,138770,139046,276,mRNA
154,131035,131467,432,mRNA
155,132807,133384,577,mRNA
156,133503,134127,624,mRNA
157,134269,134564,295,mRNA
158,134634,134760,126,mRNA
159,136635,136733,98,mRNA
160,137256,138260,1004,mRNA
161,138322,138705,383,mRNA
162,138770,139046,276,mRNA
163,132182,132234,52,mobile_element
164,133374,133384,10,CDS
165,133503,134127,624,CDS
166,134269,134564,295,CDS
167,134634,134760,126,CDS
168,136635,136733,98,CDS
169,137256,138260,1004,CDS
170,138322,138705,383,CDS
171,138770,138934,164,CDS
172,133374,133384,10,CDS
173,133503,134127,624,CDS
174,134269,134564,295,CDS
175,134634,134760,126,CDS
176,136635,136733,98,CDS
177,137256,138260,1004,CDS
178,138322,138705,383,CDS
179,138770,138934,164,CDS
180,133385,133502,117,gene
181,133385,133502,117,precursor_RNA
182,133385,133409,24,ncRNA
183,135061,135784,723,mobile_element
184,140973,142197,1224,gene
185,141832,142197,365,ncRNA
186,141315,141435,120,ncRNA
187,141216,141256,40,ncRNA
188,140973,141155,182,ncRNA
189,141832,142197,365,ncRNA
190,141315,141524,209,ncRNA
191,141216,141256,40,ncRNA
192,140973,141155,182,ncRNA
193,140973,142197,1224,ncRNA
194,142208,200663,58455,gene
195,142208,142315,107,mRNA
196,142870,143519,649,mRNA
197,196275,197415,1140,mRNA
198,197477,197652,175,mRNA
199,197715,197988,273,mRNA
200,198052,198346,294,mRNA
201,198434,198549,115,mRNA
202,198610,199461,851,mRNA
203,142208,142244,36,mRNA
204,142870,143519,649,mRNA
205,196275,197415,1140,mRNA
206,197477,197652,175,mRNA
207,197715,197988,273,mRNA
208,198052,198346,294,mRNA
209,198434,198549,115,mRNA
210,198610,199461,851,mRNA
211,142731,148426,5695,gene
212,148334,148426,92,mRNA
213,146435,147785,1350,mRNA
214,146189,146367,178,mRNA
215,145914,146122,208,mRNA
216,145456,145853,397,mRNA
217,145300,145379,79,mRNA
218,145135,145233,98,mRNA
219,144818,145074,256,mRNA
220,144561,144755,194,mRNA
221,144335,144504,169,mRNA
222,142731,143487,756,mRNA
223,148334,148426,92,mRNA
224,146435,147785,1350,mRNA
225,146189,146367,178,mRNA
226,145914,146122,208,mRNA
227,145456,145856,400,mRNA
228,145300,145379,79,mRNA
229,145135,145233,98,mRNA
230,144818,145074,256,mRNA
231,144561,144755,194,mRNA
232,144335,144504,169,mRNA
233,142731,143487,756,mRNA
234,142853,143519,666,mRNA
235,196275,197415,1140,mRNA
236,197477,197652,175,mRNA
237,197715,197988,273,mRNA
238,198052,198346,294,mRNA
239,198434,198549,115,mRNA
240,198610,199461,851,mRNA
241,146435,147332,897,CDS
242,146189,146367,178,CDS
243,145914,146122,208,CDS
244,145456,145853,397,CDS
245,145300,145379,79,CDS
246,145135,145233,98,CDS
247,144818,145074,256,CDS
248,144561,144755,194,CDS
249,144335,144504,169,CDS
250,143003,143487,484,CDS
251,146435,147332,897,CDS
252,146189,146367,178,CDS
253,145914,146122,208,CDS
254,145456,145856,400,CDS
255,145300,145379,79,CDS
256,145135,145233,98,CDS
257,144818,145074,256,CDS
258,144561,144755,194,CDS
259,144335,144504,169,CDS
260,143003,143487,484,CDS
261,143931,143982,51,mobile_element
262,149973,150355,382,mobile_element
263,151235,151544,309,mobile_element
264,151691,152279,588,gene
265,151983,152279,296,ncRNA
266,151691,151924,233,ncRNA
267,152615,152708,93,mobile_element
268,155425,155930,505,mobile_element
269,157891,157994,103,mobile_element
270,157996,158892,896,mobile_element
271,158644,158727,83,mobile_element
272,160323,168084,7761,mobile_element
273,160809,168004,7195,mobile_element
274,168124,168274,150,mobile_element
275,168328,168947,619,mobile_element
276,175973,176404,431,mRNA
277,187572,187609,37,mRNA
278,196275,197415,1140,mRNA
279,197477,197652,175,mRNA
280,197715,197988,273,mRNA
281,198052,198346,294,mRNA
282,198434,198549,115,mRNA
283,198610,200663,2053,mRNA
284,175973,176404,431,mRNA
285,196275,197415,1140,mRNA
286,197477,197652,175,mRNA
287,197715,197988,273,mRNA
288,198052,198346,294,mRNA
289,198434,198549,115,mRNA
290,198610,199461,851,mRNA
291,175973,176404,431,mRNA
292,187569,187609,40,mRNA
293,196275,197415,1140,mRNA
294,197477,197652,175,mRNA
295,197715,197988,273,mRNA
296,198052,198346,294,mRNA
297,198434,198549,115,mRNA
298,198610,199037,427,mRNA
299,180078,180176,98,mobile_element
300,180225,180273,48,mobile_element
301,181592,181953,361,mobile_element
302,183518,183766,248,mobile_element
303,184295,184396,101,mobile_element
304,185555,185624,69,mobile_element
305,186515,186776,261,mobile_element
306,190153,190234,81,mobile_element
307,192473,192505,32,mobile_element
308,193508,193913,405,mobile_element
309,194144,194188,44,mobile_element
310,195822,196233,411,mobile_element
311,196281,197415,1134,CDS
312,197477,197652,175,CDS
313,197715,197988,273,CDS
314,198052,198346,294,CDS
315,198434,198549,115,CDS
316,198610,198761,151,CDS
317,196281,197415,1134,CDS
318,197477,197652,175,CDS
319,197715,197988,273,CDS
320,198052,198346,294,CDS
321,198434,198549,115,CDS
322,198610,198761,151,CDS
323,196281,197415,1134,CDS
324,197477,197652,175,CDS
325,197715,197988,273,CDS
326,198052,198346,294,CDS
327,198434,198549,115,CDS
328,198610,198761,151,CDS
329,196281,197415,1134,CDS
330,197477,197652,175,CDS
331,197715,197988,273,CDS
332,198052,198346,294,CDS
333,198434,198549,115,CDS
334,198610,198761,151,CDS
335,196281,197415,1134,CDS
336,197477,197652,175,CDS
337,197715,197988,273,CDS
338,198052,198346,294,CDS
339,198434,198549,115,CDS
340,198610,198761,151,CDS
341,196281,197415,1134,CDS
342,197477,197652,175,CDS
343,197715,197988,273,CDS
344,198052,198346,294,CDS
345,198434,198549,115,CDS
346,198610,198761,151,CDS
347,243954,245856,1902,gene
348,245412,245856,444,mRNA
349,245097,245346,249,mRNA
350,243954,245009,1055,mRNA
351,245680,245856,176,mRNA
352,245412,245578,166,mRNA
353,244061,245346,1285,mRNA
354,245412,245856,444,mRNA
355,244061,245346,1285,mRNA
356,245680,245681,1,CDS
357,245412,245578,166,CDS
358,244439,245346,907,CDS
359,245412,245670,258,CDS
360,245097,245346,249,CDS
361,244439,245009,570,CDS
362,245412,245670,258,CDS
363,244439,245346,907,CDS
364,245978,254650,8672,gene
365,245978,247596,1618,mRNA
366,248382,250238,1856,mRNA
367,250294,250535,241,mRNA
368,250626,250993,367,mRNA
369,251050,251291,241,mRNA
370,251351,251763,412,mRNA
371,251823,252360,537,mRNA
372,252430,252803,373,mRNA
373,253069,254650,1581,mRNA
374,245978,247596,1618,mRNA
375,248382,250238,1856,mRNA
376,250294,250535,241,mRNA
377,250626,250993,367,mRNA
378,251050,251291,241,mRNA
379,251351,251541,190,mRNA
380,251602,251763,161,mRNA
381,251823,252360,537,mRNA
382,252430,252803,373,mRNA
383,253069,254013,944,mRNA
384,246850,247596,746,CDS
385,248382,250238,1856,CDS
386,250294,250535,241,CDS
387,250626,250993,367,CDS
388,251050,251291,241,CDS
389,251351,251763,412,CDS
390,251823,252360,537,CDS
391,252430,252803,373,CDS
392,253069,253261,192,CDS
393,246850,247596,746,CDS
394,248382,250238,1856,CDS
395,250294,250535,241,CDS
396,250626,250993,367,CDS
397,251050,251291,241,CDS
398,251351,251541,190,CDS
399,251602,251763,161,CDS
400,251823,252360,537,CDS
401,252430,252803,373,CDS
402,253069,253261,192,CDS
403,254876,255524,648,gene
404,254876,255524,648,mRNA
405,254876,254921,45,mRNA
406,254984,255524,540,mRNA
407,255069,255347,278,CDS
408,255069,255347,278,CDS
409,255674,258469,2795,gene
410,255674,255824,150,mRNA
411,255881,256641,760,mRNA
412,256762,256940,178,mRNA
413,256999,257427,428,mRNA
414,257480,257642,162,mRNA
415,257982,258080,98,mRNA
416,258142,258469,327,mRNA
417,255674,255824,150,mRNA
418,255881,256641,760,mRNA
419,256762,256940,178,mRNA
420,256999,257427,428,mRNA
421,257480,257642,162,mRNA
422,257982,258080,98,mRNA
423,258142,258413,271,mRNA
424,255794,255824,30,CDS
425,255881,256641,760,CDS
426,256762,256940,178,CDS
427,256999,257427,428,CDS
428,257480,257642,162,CDS
429,257982,258080,98,CDS
430,258142,258285,143,CDS
431,255794,255824,30,CDS
432,255881,256641,760,CDS
433,256762,256940,178,CDS
434,256999,257427,428,CDS
435,257480,257642,162,CDS
436,257982,258080,98,CDS
437,258142,258285,143,CDS
438,258335,263999,5664,gene
439,263862,263999,137,mRNA
440,258893,259671,778,mRNA
441,258335,258828,493,mRNA
442,263668,263995,327,mRNA
443,258893,259671,778,mRNA
444,258335,258828,493,mRNA
445,258465,267253,8788,gene
446,258465,259690,1225,ncRNA
447,266232,267253,1021,ncRNA
448,258893,259661,768,CDS
449,258605,258828,223,CDS
450,258893,259661,768,CDS
451,258605,258828,223,CDS
452,265724,267028,1304,gene
453,266958,267028,70,mRNA
454,265724,266841,1117,mRNA
455,266951,267028,77,mRNA
456,265724,266841,1117,mRNA
457,266963,267028,65,mRNA
458,266073,266841,768,mRNA
459,266963,266968,5,CDS
460,266245,266841,596,CDS
461,266951,266968,17,CDS
462,266245,266841,596,CDS
463,266245,266826,581,CDS
464,268509,279718,11209,gene
465,279185,279634,449,mRNA
466,273470,274528,1058,mRNA
467,273183,273392,209,mRNA
468,271488,271613,125,mRNA
469,271290,271425,135,mRNA
470,271088,271209,121,mRNA
471,268509,269366,857,mRNA
472,279185,279634,449,mRNA
473,273470,274528,1058,mRNA
474,273183,273392,209,mRNA
475,271488,271613,125,mRNA
476,271290,271425,135,mRNA
477,271088,271209,121,mRNA
478,269431,269468,37,mRNA
479,268509,269366,857,mRNA
480,279185,279634,449,mRNA
481,273470,274528,1058,mRNA
482,273183,273392,209,mRNA
483,271802,271875,73,mRNA
484,271488,271613,125,mRNA
485,271290,271425,135,mRNA
486,271088,271209,121,mRNA
487,268509,269366,857,mRNA
488,279185,279634,449,mRNA
489,273470,274528,1058,mRNA
490,273183,273392,209,mRNA
491,272422,272883,461,mRNA
492,271488,271613,125,mRNA
493,271290,271425,135,mRNA
494,271088,271209,121,mRNA
495,268509,269366,857,mRNA
496,279185,279634,449,mRNA
497,273470,274528,1058,mRNA
498,273183,273392,209,mRNA
499,272422,272883,461,mRNA
500,271488,271613,125,mRNA
501,271290,271425,135,mRNA
502,271088,271209,121,mRNA
503,269431,269468,37,mRNA
504,268509,269366,857,mRNA
505,279185,279634,449,mRNA
506,273470,274528,1058,mRNA
507,273183,273392,209,mRNA
508,272422,272883,461,mRNA
509,271802,271875,73,mRNA
510,271488,271613,125,mRNA
511,271290,271425,135,mRNA
512,271088,271209,121,mRNA
513,268509,269366,857,mRNA
514,273470,276377,2907,mRNA
515,273183,273392,209,mRNA
516,272422,272883,461,mRNA
517,271488,271613,125,mRNA
518,271290,271425,135,mRNA
519,271088,271209,121,mRNA
520,268524,269366,842,mRNA
521,273470,274417,947,CDS
522,273183,273392,209,CDS
523,271488,271613,125,CDS
524,271290,271425,135,CDS
525,271088,271209,121,CDS
526,269169,269366,197,CDS
527,273470,274417,947,CDS
528,273183,273392,209,CDS
529,272422,272883,461,CDS
530,271488,271613,125,CDS
531,271290,271425,135,CDS
532,271088,271209,121,CDS
533,269169,269366,197,CDS
534,273470,274417,947,CDS
535,273183,273392,209,CDS
536,272422,272883,461,CDS
537,271488,271613,125,CDS
538,271290,271425,135,CDS
539,271088,271209,121,CDS
540,269169,269366,197,CDS
541,273470,274417,947,CDS
542,273183,273392,209,CDS
543,271488,271613,125,CDS
544,271290,271425,135,CDS
545,271088,271209,121,CDS
546,269431,269468,37,CDS
547,269309,269366,57,CDS
548,273470,274417,947,CDS
549,273183,273392,209,CDS
550,272422,272883,461,CDS
551,271488,271613,125,CDS
552,271290,271425,135,CDS
553,271088,271209,121,CDS
554,269431,269468,37,CDS
555,269309,269366,57,CDS
556,279185,279718,533,mRNA
557,273470,274528,1058,mRNA
558,273183,273387,204,mRNA
559,272422,272883,461,mRNA
560,271488,271613,125,mRNA
561,271290,271425,135,mRNA
562,269592,271209,1617,mRNA
563,279185,279634,449,mRNA
564,273470,274528,1058,mRNA
565,273183,273392,209,mRNA
566,272557,272883,326,mRNA
567,271488,271613,125,mRNA
568,271290,271425,135,mRNA
569,269592,271209,1617,mRNA
570,279185,279634,449,mRNA
571,273470,274528,1058,mRNA
572,273183,273392,209,mRNA
573,272458,272883,425,mRNA
574,271488,271613,125,mRNA
575,271290,271425,135,mRNA
576,269592,271209,1617,mRNA
577,279185,279634,449,mRNA
578,273470,274528,1058,mRNA
579,273183,273392,209,mRNA
580,272422,272883,461,mRNA
581,271488,271613,125,mRNA
582,271290,271425,135,mRNA
583,269611,271209,1598,mRNA
584,279185,279634,449,mRNA
585,273461,274528,1067,mRNA
586,273183,273392,209,mRNA
587,271488,271613,125,mRNA
588,271290,271425,135,mRNA
589,269611,271209,1598,mRNA
590,279185,279634,449,mRNA
591,273461,274528,1067,mRNA
592,273183,273392,209,mRNA
593,272422,272883,461,mRNA
594,271488,271613,125,mRNA
595,271290,271425,135,mRNA
596,269611,271209,1598,mRNA
597,273470,274417,947,CDS
598,273183,273392,209,CDS
599,272557,272883,326,CDS
600,271488,271613,125,CDS
601,271290,271425,135,CDS
602,270569,271209,640,CDS
603,273470,274417,947,CDS
604,273183,273392,209,CDS
605,272458,272883,425,CDS
606,271488,271613,125,CDS
607,271290,271425,135,CDS
608,270569,271209,640,CDS
609,273470,274417,947,CDS
610,273183,273392,209,CDS
611,272422,272883,461,CDS
612,271488,271613,125,CDS
613,271290,271425,135,CDS
614,270569,271209,640,CDS
615,273461,274417,956,CDS
616,273183,273392,209,CDS
617,271488,271613,125,CDS
618,271290,271425,135,CDS
619,270569,271209,640,CDS
620,273461,274417,956,CDS
621,273183,273392,209,CDS
622,272422,272883,461,CDS
623,271488,271613,125,CDS
624,271290,271425,135,CDS
625,270569,271209,640,CDS
626,273470,274417,947,CDS
627,273183,273392,209,CDS
628,271802,271875,73,CDS
629,271562,271613,51,CDS
630,273470,274417,947,CDS
631,273183,273392,209,CDS
632,272422,272883,461,CDS
633,271802,271875,73,CDS
634,271562,271613,51,CDS
635,273470,274417,947,CDS
636,273304,273387,83,CDS
637,274877,275329,452,mobile_element
638,279703,350504,70801,gene
639,279703,279757,54,mRNA
640,343692,343833,141,mRNA
641,346149,347707,1558,mRNA
642,348080,348238,158,mRNA
643,348647,349324,677,mRNA
644,349444,350202,758,mRNA
645,280172,280269,97,gene
646,280172,280269,97,precursor_RNA
647,280188,280209,21,ncRNA
648,280231,280254,23,ncRNA
649,280581,280653,72,mobile_element
650,282084,282205,121,mobile_element
651,283186,294962,11776,gene
652,294713,294962,249,mRNA
653,290253,290596,343,mRNA
654,289041,289272,231,mRNA
655,287329,287526,197,mRNA
656,286949,287041,92,mRNA
657,283186,286891,3705,mRNA
658,285147,285253,106,mobile_element
659,294823,294962,139,mRNA
660,290253,290596,343,mRNA
661,289041,289272,231,mRNA
662,287329,287526,197,mRNA
663,286949,287041,92,mRNA
664,286407,286891,484,mRNA
665,294713,294962,249,mRNA
666,290253,290596,343,mRNA
667,289871,289943,72,mRNA
668,289041,289272,231,mRNA
669,287329,287526,197,mRNA
670,286949,287041,92,mRNA
671,286407,286891,484,mRNA
672,290253,290341,88,CDS
673,289041,289272,231,CDS
674,287329,287526,197,CDS
675,286949,287041,92,CDS
676,286583,286891,308,CDS
677,290253,290341,88,CDS
678,289041,289272,231,CDS
679,287329,287526,197,CDS
680,286949,287041,92,CDS
681,286583,286891,308,CDS
682,289871,289872,1,CDS
683,289041,289272,231,CDS
684,287329,287526,197,CDS
685,286949,287041,92,CDS
686,286583,286891,308,CDS
687,288160,288193,33,mobile_element
688,288373,288501,128,mobile_element
689,290813,291089,276,mobile_element
690,292626,292994,368,mobile_element
691,295904,303475,7571,mobile_element
692,303672,303780,108,mobile_element
693,305687,305788,101,mobile_element
694,306624,306902,278,mobile_element
695,307684,308935,1251,gene
696,307684,307892,208,mRNA
697,308090,308935,845,mRNA
698,308208,308795,587,CDS
699,314383,314511,128,mobile_element
700,315123,316566,1443,gene
701,315123,315628,505,mRNA
702,315775,316378,603,mRNA
703,316489,316566,77,mRNA
704,315123,315628,505,CDS
705,315775,316378,603,CDS
706,316489,316557,68,CDS
707,316576,470726,154150,gene
708,470405,470726,321,mRNA
709,418477,418512,35,mRNA
710,316576,317928,1352,mRNA
711,428038,428251,213,mRNA
712,418477,418512,35,mRNA
713,316576,317928,1352,mRNA
714,334667,334801,134,mRNA
715,333565,333806,241,mRNA
716,316576,317928,1352,mRNA
717,334667,334801,134,mRNA
718,333565,333881,316,mRNA
719,316576,317928,1352,mRNA
720,334667,334801,134,mRNA
721,333565,333897,332,mRNA
722,316576,317928,1352,mRNA
723,334667,334801,134,mRNA
724,333565,333910,345,mRNA
725,316576,317928,1352,mRNA
726,333565,333793,228,CDS
727,317021,317928,907,CDS
728,333565,333793,228,CDS
729,317021,317928,907,CDS
730,333565,333793,228,CDS
731,317021,317928,907,CDS
732,333565,333793,228,CDS
733,317021,317928,907,CDS
734,317021,317902,881,CDS
735,317021,317902,881,CDS
736,318526,323554,5028,mobile_element
737,329566,329659,93,mobile_element
738,335134,335160,26,mobile_element
739,337308,337537,229,mobile_element
740,338429,338909,480,mRNA
741,339451,339500,49,mRNA
742,343692,343833,141,mRNA
743,346149,347707,1558,mRNA
744,348080,348238,158,mRNA
745,348647,349324,677,mRNA
746,349444,350504,1060,mRNA
747,341657,341718,61,mobile_element
748,343041,343171,130,mRNA
749,343692,343833,141,mRNA
750,346149,347707,1558,mRNA
751,348080,348238,158,mRNA
752,348647,349324,677,mRNA
753,349444,350202,758,mRNA
754,343041,343145,104,mRNA
755,343692,343833,141,mRNA
756,346149,347707,1558,mRNA
757,348080,348238,158,mRNA
758,348647,349324,677,mRNA
759,349444,350202,758,mRNA
760,343041,343119,78,mRNA
761,343692,343833,141,mRNA
762,346149,347707,1558,mRNA
763,348080,348238,158,mRNA
764,348647,349324,677,mRNA
765,349444,350202,758,mRNA
766,343820,343833,13,CDS
767,346149,347707,1558,CDS
768,348080,348238,158,CDS
769,348647,349324,677,CDS
770,349444,349673,229,CDS
771,343820,343833,13,CDS
772,346149,347707,1558,CDS
773,348080,348238,158,CDS
774,348647,349324,677,CDS
775,349444,349673,229,CDS
776,343820,343833,13,CDS
777,346149,347707,1558,CDS
778,348080,348238,158,CDS
779,348647,349324,677,CDS
780,349444,349673,229,CDS
781,343820,343833,13,CDS
782,346149,347707,1558,CDS
783,348080,348238,158,CDS
784,348647,349324,677,CDS
785,349444,349673,229,CDS
786,343820,343833,13,CDS
787,346149,347707,1558,CDS
788,348080,348238,158,CDS
789,348647,349324,677,CDS
790,349444,349673,229,CDS
791,350566,351133,567,gene
792,350566,351133,567,mRNA
793,350579,350965,386,CDS
794,351766,351824,58,mobile_element
795,352228,352281,53,mobile_element
796,353067,353317,250,gene
797,353067,353317,250,mRNA
798,353079,353294,215,CDS
799,356509,361245,4736,gene
800,356509,356917,408,mRNA
801,359617,361245,1628,mRNA
802,356680,356917,237,CDS
803,359617,361004,1387,CDS
804,362399,367072,4673,gene
805,362399,362874,475,ncRNA
806,363711,364111,400,ncRNA
807,365996,366322,326,ncRNA
808,366708,367072,364,ncRNA
809,362399,362874,475,ncRNA
810,363822,364111,289,ncRNA
811,365996,366322,326,ncRNA
812,366708,367072,364,ncRNA
813,362399,362874,475,ncRNA
814,365996,366322,326,ncRNA
815,366388,367072,684,ncRNA
816,362399,362874,475,ncRNA
817,366664,367072,408,ncRNA
818,362399,362874,475,ncRNA
819,366708,367072,364,ncRNA
820,362399,362439,40,ncRNA
821,363634,364111,477,ncRNA
822,365996,366322,326,ncRNA
823,366708,367072,364,ncRNA
824,362590,362874,284,ncRNA
825,365996,366322,326,ncRNA
826,366664,366994,330,ncRNA
827,362599,362874,275,ncRNA
828,365996,366322,326,ncRNA
829,366708,367072,364,ncRNA
830,365685,365732,47,mobile_element
831,370031,370947,916,gene
832,370031,370947,916,mRNA
833,370094,370699,605,CDS
834,371115,371161,46,mobile_element
835,376987,377642,655,gene
836,376987,377642,655,ncRNA
837,376987,377229,242,ncRNA
838,385558,386274,716,gene
839,385558,386274,716,ncRNA
840,391835,393227,1392,gene
841,392846,393227,381,ncRNA
842,392365,392580,215,ncRNA
843,391835,392226,391,ncRNA
844,392190,392236,46,mobile_element
845,396060,397497,1437,gene
846,396060,397497,1437,mRNA
847,396177,397214,1037,CDS
848,409721,410817,1096,gene
849,409721,410817,1096,mRNA
850,409796,410569,773,CDS
851,428474,434600,6126,mobile_element
852,436139,437448,1309,gene
853,436139,437448,1309,mRNA
854,436186,437409,1223,CDS
855,437479,437532,53,mobile_element
856,460747,463176,2429,gene
857,460747,463176,2429,mRNA
858,460956,462416,1460,CDS
859,467057,469335,2278,gene
860,467057,469335,2278,mRNA
861,467558,469228,1670,CDS
862,471019,476579,5560,gene
863,476394,476579,185,mRNA
864,475769,476292,523,mRNA
865,475158,475313,155,mRNA
866,474698,475080,382,mRNA
867,474310,474506,196,mRNA
868,473764,474200,436,mRNA
869,473156,473705,549,mRNA
870,472920,473089,169,mRNA
871,472642,472851,209,mRNA
872,472126,472561,435,mRNA
873,471019,471911,892,mRNA
874,476394,476579,185,mRNA
875,475769,476292,523,mRNA
876,475158,475313,155,mRNA
877,474698,475080,382,mRNA
878,474310,474506,196,mRNA
879,473764,474200,436,mRNA
880,473156,473705,549,mRNA
881,472920,473089,169,mRNA
882,472642,472851,209,mRNA
883,472126,472561,435,mRNA
884,471019,471932,913,mRNA
885,476394,476579,185,mRNA
886,475769,476292,523,mRNA
887,475158,475313,155,mRNA
888,474698,475080,382,mRNA
889,474310,474506,196,mRNA
890,473764,474218,454,mRNA
891,473156,473705,549,mRNA
892,472920,473089,169,mRNA
893,472642,472851,209,mRNA
894,472126,472561,435,mRNA
895,471019,471911,892,mRNA
896,476394,476396,2,CDS
897,475769,476292,523,CDS
898,475158,475313,155,CDS
899,474698,475080,382,CDS
900,474310,474506,196,CDS
901,473764,474200,436,CDS
902,473156,473705,549,CDS
903,472920,473089,169,CDS
904,472642,472851,209,CDS
905,472126,472561,435,CDS
906,471834,471911,77,CDS
907,476394,476396,2,CDS
908,475769,476292,523,CDS
909,475158,475313,155,CDS
910,474698,475080,382,CDS
911,474310,474506,196,CDS
912,473764,474200,436,CDS
913,473156,473705,549,CDS
914,472920,473089,169,CDS
915,472642,472851,209,CDS
916,472126,472561,435,CDS
917,471834,471932,98,CDS
918,476394,476396,2,CDS
919,475769,476292,523,CDS
920,475158,475313,155,CDS
921,474698,475080,382,CDS
922,474310,474506,196,CDS
923,473764,474218,454,CDS
924,473156,473705,549,CDS
925,472920,473089,169,CDS
926,472642,472851,209,CDS
927,472126,472561,435,CDS
928,471834,471911,77,CDS
929,476857,479309,2452,gene
930,476857,478543,1686,exon
931,476984,478191,1207,gene
932,476984,477291,307,mRNA
933,477607,477931,324,mRNA
934,478013,478191,178,mRNA
935,477147,477291,144,CDS
936,477607,477931,324,CDS
937,478013,478076,63,CDS
938,477368,477931,563,mRNA
939,478013,478191,178,mRNA
940,477621,477931,310,CDS
941,478013,478076,63,CDS
942,478599,479026,427,exon
943,479066,480166,1100,gene
