,start,end,lenght,feature
579,103962,104947,985,mRNA
580,105969,106642,673,CDS
581,105512,105915,403,CDS
582,105391,105455,64,CDS
583,105005,105336,331,CDS
584,104473,104947,474,CDS
585,106903,114432,7529,gene
586,106903,107000,97,mRNA
587,107765,107838,73,mRNA
588,108588,108809,221,mRNA
589,110406,110483,77,mRNA
590,110755,110877,122,mRNA
591,111907,112019,112,mRNA
592,112690,113369,679,mRNA
593,113434,114432,998,mRNA
594,107761,107956,195,mRNA
595,108588,108809,221,mRNA
596,110406,110483,77,mRNA
597,110755,110877,122,mRNA
598,112690,113369,679,mRNA
599,113434,114432,998,mRNA
600,107761,107838,77,mRNA
601,108588,108809,221,mRNA
602,110406,110483,77,mRNA
603,110755,110877,122,mRNA
604,111907,112019,112,mRNA
605,112690,113369,679,mRNA
606,113434,114432,998,mRNA
607,107761,107838,77,mRNA
608,108588,108809,221,mRNA
609,110406,110483,77,mRNA
610,110755,110877,122,mRNA
611,111005,111117,112,mRNA
612,111907,112019,112,mRNA
613,112690,113369,679,mRNA
614,113434,114210,776,mRNA
615,107761,107838,77,mRNA
616,108588,108809,221,mRNA
617,110406,110483,77,mRNA
618,110755,111337,582,mRNA
619,107937,108101,164,mRNA
620,108588,108809,221,mRNA
621,110406,110483,77,mRNA
622,110755,110877,122,mRNA
623,111005,111117,112,mRNA
624,112690,113369,679,mRNA
625,113434,114432,998,mRNA
626,107937,108101,164,mRNA
627,108588,108809,221,mRNA
628,110406,110483,77,mRNA
629,110755,110877,122,mRNA
630,111907,112019,112,mRNA
631,112690,113369,679,mRNA
632,113434,114432,998,mRNA
633,107937,108226,289,mRNA
634,108588,108809,221,mRNA
635,110406,110483,77,mRNA
636,110755,110877,122,mRNA
637,111907,112019,112,mRNA
638,112690,113369,679,mRNA
639,113434,114210,776,mRNA
640,108089,108226,137,mRNA
641,108588,108809,221,mRNA
642,110406,110483,77,mRNA
643,110755,110877,122,mRNA
644,111907,112019,112,mRNA
645,112690,113369,679,mRNA
646,113434,114432,998,mRNA
647,108133,108346,213,mRNA
648,108588,108809,221,mRNA
649,110406,110483,77,mRNA
650,110755,110877,122,mRNA
651,111907,112019,112,mRNA
652,112690,113369,679,mRNA
653,113434,114432,998,mRNA
654,108133,108226,93,mRNA
655,108588,108809,221,mRNA
656,110406,110483,77,mRNA
657,110755,110877,122,mRNA
658,111005,111117,112,mRNA
659,112690,113369,679,mRNA
660,113434,114432,998,mRNA
661,108686,108809,123,CDS
662,110406,110483,77,CDS
663,110755,110877,122,CDS
664,111005,111117,112,CDS
665,112690,113369,679,CDS
666,113434,113542,108,CDS
667,108686,108809,123,CDS
668,110406,110483,77,CDS
669,110755,110877,122,CDS
670,111005,111117,112,CDS
671,112690,113369,679,CDS
672,113434,113542,108,CDS
673,108686,108809,123,CDS
674,110406,110483,77,CDS
675,110755,110877,122,CDS
676,111907,112019,112,CDS
677,112690,113369,679,CDS
678,113434,113542,108,CDS
679,108686,108809,123,CDS
680,110406,110483,77,CDS
681,110755,110877,122,CDS
682,111907,112019,112,CDS
683,112690,113369,679,CDS
684,113434,113542,108,CDS
685,108686,108809,123,CDS
686,110406,110483,77,CDS
687,110755,110877,122,CDS
688,111907,112019,112,CDS
689,112690,113369,679,CDS
690,113434,113542,108,CDS
691,108686,108809,123,CDS
692,110406,110483,77,CDS
693,110755,110877,122,CDS
694,111907,112019,112,CDS
695,112690,113369,679,CDS
696,113434,113542,108,CDS
697,108686,108809,123,CDS
698,110406,110483,77,CDS
699,110755,110877,122,CDS
700,111907,112019,112,CDS
701,112690,113369,679,CDS
702,113434,113542,108,CDS
703,108686,108809,123,CDS
704,110406,110483,77,CDS
705,110755,110877,122,CDS
706,111907,112019,112,CDS
707,112690,113369,679,CDS
708,113434,113542,108,CDS
709,108686,108809,123,CDS
710,110406,110483,77,CDS
711,110755,110877,122,CDS
712,112690,112781,91,CDS
713,108686,108809,123,CDS
714,110406,110483,77,CDS
715,110755,110877,122,CDS
716,111005,111117,112,CDS
717,111907,112019,112,CDS
718,112690,112741,51,CDS
719,108686,108809,123,CDS
720,110406,110483,77,CDS
721,110755,110900,145,CDS
722,109594,109793,199,mRNA
723,110406,110483,77,mRNA
724,110755,110877,122,mRNA
725,111005,111117,112,mRNA
726,112690,113369,679,mRNA
727,113434,114210,776,mRNA
728,109751,109793,42,CDS
729,110406,110483,77,CDS
730,110755,110877,122,CDS
731,111005,111117,112,CDS
732,112690,113369,679,CDS
733,113434,113542,108,CDS
734,114726,156030,41304,gene
735,114726,114991,265,mRNA
736,155546,155784,238,mRNA
737,155858,156030,172,mRNA
738,114726,114991,265,mRNA
739,155567,155784,217,mRNA
740,155858,156030,172,mRNA
741,114726,114991,265,mRNA
742,155638,155784,146,mRNA
743,155858,156030,172,mRNA
744,115365,116488,1123,gene
745,115365,116488,1123,mRNA
746,115365,116182,817,mRNA
747,115713,116117,404,CDS
748,115713,116117,404,CDS
749,116518,116976,458,mobile_element
750,116970,121754,4784,gene
751,120511,120631,120,mRNA
752,119828,120265,437,mRNA
753,119431,119554,123,mRNA
754,119288,119375,87,mRNA
755,119134,119235,101,mRNA
756,118931,119076,145,mRNA
757,118361,118874,513,mRNA
758,118136,118304,168,mRNA
759,117820,118076,256,mRNA
760,116970,117759,789,mRNA
761,121633,121754,121,mRNA
762,119828,120080,252,mRNA
763,119431,119554,123,mRNA
764,119288,119375,87,mRNA
765,119134,119235,101,mRNA
766,118931,119076,145,mRNA
767,118361,118874,513,mRNA
768,118136,118304,168,mRNA
769,117820,118076,256,mRNA
770,117079,117759,680,mRNA
771,119828,121754,1926,mRNA
772,119431,119554,123,mRNA
773,119288,119375,87,mRNA
774,119134,119235,101,mRNA
775,118931,119076,145,mRNA
776,118361,118874,513,mRNA
777,118136,118304,168,mRNA
778,117820,118076,256,mRNA
779,117079,117759,680,mRNA
780,120421,120742,321,mRNA
781,119828,120080,252,mRNA
782,119431,119554,123,mRNA
783,119288,119375,87,mRNA
784,119134,119235,101,mRNA
785,118931,119076,145,mRNA
786,118361,118874,513,mRNA
787,118136,118304,168,mRNA
788,117820,118076,256,mRNA
789,117079,117759,680,mRNA
790,120421,120631,210,mRNA
791,119828,120080,252,mRNA
792,119431,119554,123,mRNA
793,119134,119235,101,mRNA
794,118931,119076,145,mRNA
795,118361,118874,513,mRNA
796,118136,118304,168,mRNA
797,117820,118076,256,mRNA
798,117079,117759,680,mRNA
799,120421,120631,210,mRNA
800,119828,120080,252,mRNA
801,119431,119554,123,mRNA
802,119134,119375,241,mRNA
803,118931,119076,145,mRNA
804,118361,118874,513,mRNA
805,118136,118304,168,mRNA
806,117820,118076,256,mRNA
807,117079,117759,680,mRNA
808,120421,120631,210,mRNA
809,120168,120364,196,mRNA
810,119828,120080,252,mRNA
811,119431,119554,123,mRNA
812,119288,119375,87,mRNA
813,119134,119235,101,mRNA
814,118931,119076,145,mRNA
815,118361,118874,513,mRNA
816,118136,118304,168,mRNA
817,117820,118076,256,mRNA
818,117079,117759,680,mRNA
819,119828,120631,803,mRNA
820,119431,119554,123,mRNA
821,119288,119375,87,mRNA
822,119134,119235,101,mRNA
823,118931,119076,145,mRNA
824,118361,118874,513,mRNA
825,118136,118304,168,mRNA
826,117820,118076,256,mRNA
827,117079,117759,680,mRNA
828,120421,120631,210,mRNA
829,119828,120080,252,mRNA
830,119288,119554,266,mRNA
831,119134,119235,101,mRNA
832,118931,119076,145,mRNA
833,118361,118874,513,mRNA
834,118136,118304,168,mRNA
835,117820,118076,256,mRNA
836,117174,117759,585,mRNA
837,119828,120032,204,CDS
838,119431,119554,123,CDS
839,119288,119375,87,CDS
840,119134,119235,101,CDS
841,118931,119076,145,CDS
842,118361,118874,513,CDS
843,118136,118304,168,CDS
844,117820,118076,256,CDS
845,117331,117759,428,CDS
846,119828,120032,204,CDS
847,119431,119554,123,CDS
848,119288,119375,87,CDS
849,119134,119235,101,CDS
850,118931,119076,145,CDS
851,118361,118874,513,CDS
852,118136,118304,168,CDS
853,117820,118076,256,CDS
854,117331,117759,428,CDS
855,119828,120032,204,CDS
856,119431,119554,123,CDS
857,119288,119375,87,CDS
858,119134,119235,101,CDS
859,118931,119076,145,CDS
860,118361,118874,513,CDS
861,118136,118304,168,CDS
862,117820,118076,256,CDS
863,117331,117759,428,CDS
864,119828,120032,204,CDS
865,119431,119554,123,CDS
866,119288,119375,87,CDS
867,119134,119235,101,CDS
868,118931,119076,145,CDS
869,118361,118874,513,CDS
870,118136,118304,168,CDS
871,117820,118076,256,CDS
872,117331,117759,428,CDS
873,119828,120032,204,CDS
874,119431,119554,123,CDS
875,119288,119375,87,CDS
876,119134,119235,101,CDS
877,118931,119076,145,CDS
878,118361,118874,513,CDS
879,118136,118304,168,CDS
880,117820,118076,256,CDS
881,117331,117759,428,CDS
882,119828,120032,204,CDS
883,119431,119554,123,CDS
884,119288,119375,87,CDS
885,119134,119235,101,CDS
886,118931,119076,145,CDS
887,118361,118874,513,CDS
888,118136,118304,168,CDS
889,117820,118076,256,CDS
890,117331,117759,428,CDS
891,119828,120032,204,CDS
892,119431,119554,123,CDS
893,119202,119235,33,CDS
894,119828,120032,204,CDS
895,119431,119554,123,CDS
896,119270,119375,105,CDS
897,119828,120032,204,CDS
898,119427,119554,127,CDS
899,122624,130791,8167,gene
900,130508,130791,283,mRNA
901,128800,128942,142,mRNA
902,126110,126227,117,mRNA
903,125077,125266,189,mRNA
904,124087,124920,833,mRNA
905,123856,124024,168,mRNA
906,123694,123794,100,mRNA
907,123081,123629,548,mRNA
908,122624,122994,370,mRNA
909,130508,130791,283,mRNA
910,128800,128942,142,mRNA
911,126110,126227,117,mRNA
912,125077,125266,189,mRNA
913,124087,124920,833,mRNA
914,123856,124024,168,mRNA
915,123694,123794,100,mRNA
916,122624,123629,1005,mRNA
917,128800,129245,445,mRNA
918,126110,126227,117,mRNA
919,125077,125266,189,mRNA
920,124087,124920,833,mRNA
921,123856,124024,168,mRNA
922,123694,123794,100,mRNA
923,123081,123629,548,mRNA
924,122624,122994,370,mRNA
925,128800,129245,445,mRNA
926,126110,126227,117,mRNA
927,125077,125266,189,mRNA
928,124087,124920,833,mRNA
929,123856,124024,168,mRNA
930,123694,123794,100,mRNA
931,122624,123629,1005,mRNA
932,122837,124031,1194,gene
933,122837,123072,235,ncRNA
934,123140,123258,118,ncRNA
935,123325,124031,706,ncRNA
936,130508,130551,43,CDS
937,128800,128942,142,CDS
938,126110,126227,117,CDS
939,125077,125266,189,CDS
940,124087,124920,833,CDS
941,123856,124024,168,CDS
942,123694,123794,100,CDS
943,123129,123629,500,CDS
944,130508,130551,43,CDS
945,128800,128942,142,CDS
946,126110,126227,117,CDS
947,125077,125266,189,CDS
948,124087,124920,833,CDS
949,123856,124024,168,CDS
950,123694,123794,100,CDS
951,123129,123629,500,CDS
